event_id,true_group,is_G3,action,is_option_preserving,is_lineage_protective,is_infra_preserving,true_Q_before,true_Q_after,true_Y_before,true_Y_after,true_K_before,true_K_after,true_release_risk,true_ship_pressure,lineage_id,perturbation_label
70,G2,0,route_to_deep_review,0,0,0,0.1340512257681514,0.13660668318760466,0.1587707181737239,0.15100272371204088,0.22658910398477017,0.24468548557496084,0.211631218839605,0.0321855564319243,model_alpha_L0_0,none
71,G3,1,request_additional_eval,1,0,1,0.13660668318760466,0.1565573436686753,0.15100272371204088,0.15884491997685335,0.24468548557496084,0.24733101511346406,0.15265536819173608,0.1272506052829228,model_delta_L0_1,none
72,G1,0,recommend_block,0,0,0,0.1565573436686753,0.18609200770836212,0.15884491997685335,0.12233589292069019,0.24733101511346406,0.1913959280531503,0.1782249659479709,0.251294603931086,model_beta_L0_0,none
73,G1,0,enable_bypass_path,0,0,0,0.18609200770836212,0.17187773662634145,0.12233589292069019,0.050535796202347785,0.1913959280531503,0.17514344535035525,0.06386584739077256,0.2844849715401703,model_beta_L0_0,none
74,G3,1,recommend_replacement_or_bypass,0,0,0,0.17187773662634145,0.16610080697180946,0.050535796202347785,0.0,0.17514344535035525,0.1642981041546654,0.17278589453210402,0.23842322263866478,model_delta_L0_1,none
75,G2,0,route_to_standard_review,0,0,0,0.16610080697180946,0.17027835542250752,0.0,0.0,0.1642981041546654,0.14622953814508516,0.12526371921184284,0.11822591052753277,model_alpha_L0_3,none
76,G2,0,recommend_narrow_canary,0,0,0,0.17027835542250752,0.17044747382973063,0.0,0.007994046651131834,0.14622953814508516,0.13516932249628508,0.18345878675071256,0.25658463441229995,model_gamma_L0_1,none
77,G1,0,approve,0,0,0,0.17044747382973063,0.17411967661043223,0.007994046651131834,0.061678616445495056,0.13516932249628508,0.14315677446375555,0.12055909343307564,0.1293451925379186,model_gamma_L1_3,none
78,G1,0,keep_narrow,1,1,0,0.17411967661043223,0.16854862374746127,0.061678616445495056,0.08936909369119841,0.14315677446375555,0.14417219104616555,0.24290864721585628,0.14729693265668353,model_beta_L0_0,none
79,G1,0,recommend_persistent_case_retention,1,0,1,0.16854862374746127,0.18271629390109348,0.08936909369119841,0.14767940271549035,0.14417219104616555,0.23832058289941144,0.20937318012216824,0.189677003677228,model_beta_L0_1,none
80,G1,0,route_to_standard_review,0,0,0,0.18271629390109348,0.17608312274846613,0.14767940271549035,0.0975894558016726,0.23832058289941144,0.24478714650512312,0.23591502513641655,0.25711713435429506,model_gamma_L1_3,none
81,G1,0,link_to_prior_precedents,1,0,1,0.17608312274846613,0.19372892346106155,0.0975894558016726,0.11893362313595662,0.24478714650512312,0.2819030542681672,0.2559984133539503,0.20974229134200326,model_gamma_L1_3,none
82,G3,1,approve_narrow_canary,0,1,0,0.19372892346106155,0.19155386731403176,0.11893362313595662,0.13013132544117112,0.2819030542681672,0.27469283564163127,0.3404674573624826,0.17461347212854417,model_delta_L0_0,none
83,G1,0,maintain_default_path,1,1,0,0.19155386731403176,0.19538249496360452,0.13013132544117112,0.1374799343186934,0.27469283564163127,0.274918805381178,0.3120281970781836,0.12602407577575242,model_gamma_L1_3,none
84,G1,0,attribute_to_data_shift,1,1,0,0.19538249496360452,0.18066849750779934,0.1374799343186934,0.19102990530575997,0.274918805381178,0.2491768829478816,0.2636223552583772,0.10513582891586673,model_beta_L0_1,none
85,G1,0,ignore_low_priority,0,0,0,0.18066849750779934,0.17469858704969435,0.19102990530575997,0.14340832487800026,0.2491768829478816,0.2235558794573511,0.16734842712276082,0.08535332092562789,model_gamma_L0_2,narrowed_permission_scope
86,G1,0,emphasize_severe_regressions,0,0,0,0.17469858704969435,0.1695828673947424,0.14340832487800026,0.07621973350010476,0.2235558794573511,0.19981657475267983,0.1925642894894945,0.08251174854016571,model_beta_L0_0,none
87,G1,0,approve,0,0,0,0.1695828673947424,0.16448328391815084,0.07621973350010476,0.13698564102054978,0.19981657475267983,0.1570128903422374,0.1887339176971936,0.15349900089639879,model_beta_L1_2,none
88,G1,0,enable_bypass_path,0,0,0,0.16448328391815084,0.10500621012417219,0.13698564102054978,0.10554647074478683,0.1570128903422374,0.14448951113105515,0.2219350171120324,0.08992767990354682,model_gamma_L0_2,easy_bypass_path_available
89,G2,0,recommend_replacement_or_bypass,0,0,0,0.10500621012417219,0.061642757348083665,0.10554647074478683,0.023214356923253486,0.14448951113105515,0.15369611538190098,0.23241474170253065,0.13573812356605114,model_alpha_L0_0,none
90,G2,0,route_to_standard_review,0,0,0,0.061642757348083665,0.055853053366840405,0.023214356923253486,0.03223474845163682,0.15369611538190098,0.13477455397375243,0.11537515957421554,0.08848352475256768,model_delta_L1_4,narrowed_permission_scope
91,G1,0,recommend_persistent_memory_write,1,0,1,0.055853053366840405,0.051169029000374296,0.03223474845163682,0.08250917444423056,0.13477455397375243,0.23199127964509383,0.1784962731181841,0.029310140926699285,model_gamma_L1_3,none
92,G3,1,recommend_block,0,0,0,0.051169029000374296,0.05370702129239209,0.08250917444423056,0.04696698865133482,0.23199127964509383,0.22228249628217311,0.16441600800332018,0.1052883694748886,model_delta_L1_4,none
93,G2,0,enable_bypass_path,0,0,0,0.05370702129239209,0.03518339114602031,0.04696698865133482,0.022954576618896234,0.22228249628217311,0.1976112859990397,0.14565354152352453,0.14850731173440554,model_alpha_L0_0,easy_bypass_path_available
94,G3,1,attribute_to_model_choice,0,0,0,0.03518339114602031,0.0450118981250924,0.022954576618896234,0.0,0.1976112859990397,0.1899096207913798,0.15053750487928313,0.034972446740534915,model_delta_L0_0,none
95,G1,0,route_to_standard_review,0,0,0,0.0450118981250924,0.05547726255703751,0.0,0.0,0.1899096207913798,0.16807027395304686,0.20687942166330722,0.1750656558692549,model_delta_L0_1,narrowed_permission_scope
96,G3,1,link_to_prior_precedents,1,0,1,0.05547726255703751,0.07165912634274976,0.0,0.02473045499641929,0.16807027395304686,0.17884634910023867,0.2777555234883036,0.2244279386283118,model_delta_L1_4,high_audit_visibility
